District,Details,Date,NumberofDamages_RevenueCircle_level (computed),,,,
Morigaon,"Laharighat - Leruamukh | As per report of the Water Resources Dept on 12-10-2022, erosion is observed in Leruamukh with max erosion of 3 m. | 0",12-10-2022,{'Laharighat ': 1},,,,
Morigaon,"Laharighat - Borchapori | As per report of the Water Resources Dept on 7/8/22, erosion is observed in Borchapori with maximum erosion of 1 m. | 0",07-08-2022,{'Laharighat ': 1},,,,
Morigaon,"Laharighat - Borchapori | As per report of the Water Resources Dept on 27/07/2022, erosion is observed in Borchapori with maximum erosion of 2 m . | 0",27-07-2022,{'Laharighat ': 1},,,,
Morigaon,"Laharighat - Leruamukh | As per report of the Water Resources Morigaon Dept on 04-10-2022, erosion is observed in Leruamukh with max erosion of 2m | 0",04-10-2022,{'Laharighat ': 1},,,,
Morigaon,"Laharighat - Leruamukh | As per report of the Water Resources Morigaon Dept on 03-10-2022, erosion is observed in Leruamukh with max erosion of 2 m | 0",03-10-2022,{'Laharighat ': 1},,,,
Morigaon,"Laharighat - Leruamukh | As per information of the Water Resources Dept on 13/09/2022, erosion is observed in area like Leruamukh with maximum of 3 m. | 0",13-09-2022,{'Laharighat ': 1},,,,
Morigaon,Bhuragaon - Lenengeribori | As per water resource department erosion started at Lengeribori village and eroded 3 meter from 14th sept to 15th sept 2022 | 0,15-09-2022,{'Bhuragaon ': 1},,,,
Morigaon,"Laharighat - Leruamukh | As per report received from the water Resources dept on 09/08/2022, erosion is observed in Leruamukh with maximum erosion of 1 m. | 0",09-08-2022,{'Laharighat ': 1},,,,
Morigaon,"Laharighat - Borchapori | As per report of the Water Resources Deptt. on dtd-04/08/2022, erosion is observed in Borchapori area with maximum erosion of 2 m. | 0",04-08-2022,{'Laharighat ': 1},,,,
Morigaon,"Laharighat - Borchapori | As per report received from the water resources dept on 28/07/2022, erosion is observed in Borchapori with maximum erosion of 2 m . | 0",28-07-2022,{'Laharighat ': 1},,,,
Morigaon,"Laharighat - Bhajakhaiti Gaon | As per report of the Water Resources Dept on 14-09-2022, erosion is observed in Bhajaikhaiti Gaon with maximum erosion of 3 m . | 0",14-09-2022,{'Laharighat ': 1},,,,
Morigaon,"Laharighat - Borchapori | As per report received from the Water Resources dept on 03/08/2022, erosion is observed in Borchapori area with maximum erosion of 4 m. | 0",03-08-2022,{'Laharighat ': 1},,,,
Morigaon,"Laharighat - Borchapori | As per report received from the Water Resources Dept on 30/07/2022, erosion is observed in Borchapori area with maximum erosion of 1 m. | 0",30-07-2022,{'Laharighat ': 1},,,,
Morigaon,"Laharighat - Leruamukh | As per report received from the Water Morigaon Resources Dept on 05-10-2022, erosion is observed in Leruamukh area with max erosion of 2 m. | 0",05-10-2022,{'Laharighat ': 1},,,,
Morigaon,"Laharighat - Barchapori | As per report received from the water Resources dept on 02/08/2022, erosion is observed in Borchapori area with maximum erosion of 8 m is seen. | 0",02-08-2022,{'Laharighat ': 1},,,,
Morigaon,"Laharighat - Leruamukh | As per report of Water Resources Dept on 06/09/2022 & 07/09/2022, continuous erosion is seen Leruamukh with 5m and 4m respectively in both the days | 0",07-09-2022,{'Laharighat ': 1},,,,
Morigaon,Laharighat - Bhajhakhaiti gaon | Erosion is observed on 22/05/22 at Bhojaikhaiti area of B.dyke.Rate of erosion 2m per day. Temporary measure continuing like lunching of Bamboo bundle. | 0,22-05-2022,{'Laharighat ': 1},,,,
Morigaon,Laharighat - Bhajaikhaiti | Erosion observed on 21-5-22 at Bhojaikhaiti area at 64th k.M.of Brahmaputra dyke.Minimum offset aprox 220m. Temporary measure taken up like lunching of Bamboo bundle. | 0,21-05-2022,{'Laharighat ': 1},,,,
Morigaon,"Laharighat - Leruamukh and Borchapori | As per report received from the Water resources dept on 20-09-2022, erosion is observed in areas like Leruamukh and borchapori with maximum erosion of 3 m and 2 m respectively. | 0",20-09-2022,{'Laharighat ': 1},,,,
Morigaon,"Laharighat - Leruamukh and Borchapori | As per report of the Water Resources Dept on 8/8/2022, erosion is observed in areas like Leruamukh and Borchapori with maximum erosion of 2 m in Leruamukh and 1 m in Borchapori. | 0",08-08-2022,{'Laharighat ': 1},,,,
Morigaon,Mayong - Teteliguri | Back flow of river Pokoria has started eroding the bank towards Murkata Side of RCC Bridge No. 4/1 on Morisutiup to Murkata road as reported by PWD District Territorial Road Division on 27/05/2022 | 0,28-05-2022,{'Mayong ': 1},,,,
Morigaon,"Laharighat - Leruamukh and Borchapori | As per report of the water resources dept on 01/08/2022 , erosion is observed in areas like Leruamukh and Borchapori with maximum erosion of 1 m in Leruamukh and 2 m in Borchapori. | 0",01-08-2022,{'Laharighat ': 1},,,,
Morigaon,"Mayong - Garubandha and Gagalmari | Garubandha length of damage -3500m lat: 26.172'71N long: 92.440.92"". Gagalmari, length of damage - 2000mts lat: 26.181'54""N long: 92.813'51""E as reported by AEE WRD Morigaon on 23/07/22 | 0",23-07-2022,{'Mayong ': 1},,,,
Morigaon,"Laharighat - Leruamukh and Borchapori | As per report of the Water Resources Dept on 05/08/2022, erosion is observed in areas like Leruamukh and Borchapori with maximum erosion of 3 m in Leruamukh & 3 m in Borchapori area. | 0",05-08-2022,{'Laharighat ': 1},,,,
Morigaon,"Bhuragaon - Borhallowkanda | Bhrahmaputra river eroded 1 m for 18-10-2022 to 20-10-2022 | 0,  Laharighat - Leruamukh | As per report of the Water resources Dept on 20-10-22, erosion is observed in Leruamukh with max erosion of 6m | 0",20-10-2022,"{'Bhuragaon ': 1, 'Laharighat ': 1}",,,,
Morigaon,"Bhuragaon - Balidunga Pam | Brahmaputra river eroded 1 meter from 13-10-2022 to 15-10-2022 | 0,  Laharighat - Leruamukh | As per report of the Water Resources Dept on 14-10-22, erosion is observed in Leruamukh with max erosion of 2m. | 0",14-10-2022,"{'Bhuragaon ': 1, 'Laharighat ': 1}",,,,
Morigaon,"Laharighat - Leruamukh | As per report of the Water Resources dept on 10-10-22, erosion is observed at Leruamukh with max erosion of 3 m. | 0,  Bhuragaon - Lengribori | Bhrahmaputra river erosion eroded 3 meter from 07-10-2022 to 09-10-2022 | 0",10-10-2022,"{'Laharighat ': 1, 'Bhuragaon ': 1}",,,,
Morigaon,"Laharighat - Leruamukh, Goroimari , Bhajaikhati gaon & Barchapori | As per report received from the Water resources dept on 14-06-2022, maximum erosion is seen in places like Leruamukh(1 m), Goroimari(0 m) , Bhajaikhati gaon (3 m) & Barchapori (2m) | 0",14-06-2022,{'Laharighat ': 3},,,,
Morigaon,"Morigaon - Jurahat | As per PWD(Roads), dtd. 19-07-2022, Erosion occurred at both sides approaches and down stream side of the Box Culvert 1/1 of the road from Hatigarh LP School to Jurahot. Temporary Restoration at down stream side is in progress. | 0",20-07-2022,{'Morigaon ': 1},,,,
Morigaon,"Mayong - Morisutitup to 1 No. Murkata | wave of mighty river Brahmaputra has eroded and almost washed away the road from Morisutitup to 1 No Murkata constructed under PMGSY package no AS 17 232 (,) as reported by EE, Morigaon PWD Morigaon District Territorial Road Division on 06/10/22 | 0",07-10-2022,{'Mayong ': 1},,,,
Morigaon,"Laharighat - Leruamukh ,Goroimari , Borchapori & Bhajakhaiti | As per report received from Water Resources Dept on 11-6-22, erosion occurred in Leruamukh ,Goroimari , Borchapori & Bhajakhaiti with max erosion at Leruamukh of 4m, goroimari 0m , Borchapori 2m & Bhajakhaiti 2m respectively. | 0",11-06-2022,{'Laharighat ': 3},,,,
Morigaon,"Laharighat - Leruamukh ,Goroimari , Borchapori & Bhajakhaiti | As per report received from Water Resources Dept on 12-6-22, erosion is observed in places like Leruamukh ,Goroimari , Borchapori & Bhajakhaiti with maximum erosion of 1 m at Leruamukh, 0m at Goroimari, 3 m at Borchapori & 4m at Bhajakhaiti respectively. | 0",12-06-2022,{'Laharighat ': 3},,,,
Morigaon,"Laharighat - Leruamukh ,Goroimari PWD road, Borchapori & Bhajakhaiti | As per report received from the Water Resources Dept on 6/7/22, erosion is observed in areas like Leruamukh ,Goroimari PWD road, Borchapori & Bhajakhaiti with erosion of 2m in Leruamukh ,0 m in Goroimari PWD road, 2 m in Borchapori & 1m in Bhajakhaiti | 0",06-07-2022,{'Laharighat ': 3},,,,
Morigaon,"Laharighat - Leruamukh, Goroimari , Bhajaikhati gaon & Barchapori | As per report received from the Water Resources Dept in 25/06/2022, erosion is observed in places Leruamukh, Goroimari , Bhajaikhati gaon & Barchapori with maximum erosion of 0 m in Leruamukh, 0 m in Goroimari , 1 m in Bhajaikhati gaon & 3 m in Barchapori | 0",25-06-2022,{'Laharighat ': 3},,,,
Morigaon,"Laharighat - Leruamukh, Goroimari PWD road, Borchapori, Bhaajaikhaiti | As per report of water resources dept on 14-07-2022, erosion is observed in areas like Leruamukh, Goroimari PWD road, Borchapori, Bhaajaikhaiti with maximum erosion of 0 m in Leruamukh, 2 m in Goroimari PWD road, 0 m in Borchapori, 0 m in Bhaajaikhaiti | 0",14-07-2022,{'Laharighat ': 4},,,,
Morigaon,"Laharighat - Leruamukh ,Goroimari PWD road, Borchapori & Bhajakhaiti | As per report received from Water Resources Dept on 8/7/2022, erosion is observed in areas like Leruamukh ,Goroimari PWD road, Borchapori & Bhajakhaiti with max erosion of 2 m in Leruamukh. 0m in Goroimari PWD road, 0m in Borchapori & 0 m in Bhajakhaiti | 0",08-07-2022,{'Laharighat ': 3},,,,
Morigaon,"Laharighat - Leruamukh ,GoroimariPWD Road , Borchapori & Bhajakhaiti | As per report of the Water Resources Dept, on 3-7-22, erosion is observed in places like Leruamukh ,GoroimariPWD Road , Borchapori & Bhajakhaiti with maximum erosion of 3 m in Leruamukh , 0 m in GoroimariPWD Road , 5 m in Borchapori & 1 m in Bhajakhaiti | 0",03-07-2022,{'Laharighat ': 3},,,,
Morigaon,"Laharighat - Leruamukh, Goroimari , Bhajaikhati gaon & Barchapori | As per report received from the Water Resources Dept on 16-06-22, erosion is observed in areas like Leruamukh, Goroimari , Bhajaikhati gaon & Barchapori, with maximum erosion of 1 m in Leruamukh, 0 m in Goroimari , 3 m in Bhajaikhati gaon & 2 m in Barchapori | 0",16-06-2022,{'Laharighat ': 3},,,,
Morigaon,"Laharighat - Leruamukh, Goroimari , Bhajaikhati gaon & Barchapori | As per report received from the Water Resources Dept on 21/06/2022, erosion is observed in areas like Leruamukh, Goroimari , Bhajaikhati gaon & Barchapori with maximum erosion of 1 m in Leruamukh, 1 m in Goroimari , 4 m in Bhajaikhati gaon & 6 m in Barchapori | 0",21-06-2022,{'Laharighat ': 3},,,,
Morigaon,"Laharighat - Leruamukh ,Goroimari PWD road, Borchapori & Bhajakhaiti | As per report received from the Water Resources Dept on 9-7-22, erosion is observed in areas like Leruamukh ,Goroimari PWD road, Borchapori & Bhajakhaiti with maximum erosion of 0m in Leruamukh ,1m in Goroimari PWD road, 0m in Borchapori & 0m in Bhajakhaiti | 0",10-07-2022,{'Laharighat ': 3},,,,
Morigaon,,26-06-2022,{'Laharighat ': 3},,,,
Morigaon,,09-07-2022,{'Laharighat ': 3},,,,
Morigaon,,15-06-2022,{'Laharighat ': 3},,,,
Morigaon,,04-07-2022,{'Laharighat ': 3},,,,
Morigaon,"Laharighat - Leruamukh ,Goroimari PWD road, Borchapori & Bhajakhaiti | As per report received from the Water Resources Dept on 18/07/2022, erosion is observed in areas like Leruamukh ,Goroimari PWD road, Borchapori & Bhajakhaiti with maximum erosion of 0m in Leruamukh ,0m in Goroimari PWD road, 1 m in Borchapori & 0m in Bhajakhaiti | 0",18-07-2022,{'Laharighat ': 3},,,,
Morigaon,"Laharighat - Leruamukh, Goroimari , Bhajaikhati gaon & Barchapori | As per report received from the Water Resources Dept on 27/06/2022, erosion is observed in places like Leruamukh, Goroimari , Bhajaikhati gaon & Barchapori area with maximum erosion of 0 m in Leruamukh, 0 m in Goroimari , 0 m in Bhajaikhati gaon & 2 m in Barchapori | 0",27-06-2022,{'Laharighat ': 3},,,,
Morigaon,"Laharighat - Leruamukh, Goroimari , Bhajaikhati gaon & Barchapori | As per report received from the Water resources dept. On 18-06-2022, erosion is observed in areas like Leruamukh, Goroimari , Bhajaikhati gaon & Barchapori area. With maximum erosion of 1 m in Leruamukh, 0m in Goroimari , 3 m in Bhajaikhati gaon & 3 m in Barchapori. | 0",18-06-2022,{'Laharighat ': 3},,,,
Morigaon,"Laharighat - Leruamukh, Goroimari , Bhajaikhati gaon & Barchapori | As per report received from the Water Resources dept on 19-06-2022, erosion is observed in areas like Leruamukh, Goroimari , Bhajaikhati gaon & Barchapori area with maximum erosion of 2 m in Leruamukh, 2 m in Goroimari , 4 m in Bhajaikhati gaon & 3 m in Barchapori . | 0",19-06-2022,{'Laharighat ': 3},,,,
Morigaon,"Laharighat - Leruamukh, Goroimari PWD road , Bhajaikhati gaon & Barchapori | As per report received from the Water Resources dept on 02-06-2022,erosion is observed in areas like Leruamukh, Goroimari PWD road , Bhajaikhati gaon & Barchapori with maximum erosion of 0 m in Leruamukh, 0 m in Goroimari PWD road , 2 m in Bhajaikhati gaon & 2 m in Barchapori | 0",02-07-2022,{'Laharighat ': 3},,,,
Morigaon,"Laharighat - Leruamukh, Goroimari PWD road , Bhajaikhati gaon & Barchapori | As per report received from the Water Resources Dept on 30/06/2022, erosion is observed in areas like Leruamukh, Goroimari PWD road , Bhajaikhati gaon & Barchapori with maximum erosion of 0 m in Leruamukh, 0 m in Goroimari PWD road , 1 m in Bhajaikhati gaon & 1 m in Barchapori | 0",30-06-2022,{'Laharighat ': 3},,,,
Morigaon,"Mayong - katahguri, Teteliguri, Garubandha, 1no Murkata | 26.33 qntls of Rice, 4.98 qntls of Dal, 1.49qntls of salt, 149 lts of M.oil and 130pcs of Tarpoulin distributed among the affected on dated 13/10/22 | 1660,  Laharighat - Leruamukh | As per report of the Water Resources Dept on 15-10-2022, erosion is observed in Leruamukh with max erosion of 2 m | 0",15-10-2022,"{'Mayong ': 4, 'Laharighat ': 1}",,,,
Morigaon,"Laharighat - Leruamukh, Goroimari PWD road , Bhajaikhati gaon & Barchapori | As per report received from the Water Resources dept on 05/07/2022, erosion is observed in areas like Leruamukh, Goroimari PWD road , Bhajaikhati gaon & Barchapori with maximum erosion of 2 m in Leruamukh, 0 m in Goroimari PWD road , 1 m in Bhajaikhati gaon & 1 m in Barchapori. | 0",05-07-2022,{'Laharighat ': 3},,,,
Morigaon,"Morigaon - Disping | As per Water Resource dept, dtd. 08-07-2022, Damaged section of the Kopili Right Bank embankment in between AT road to Railway Bridge at Disping area. | 0,  Laharighat - Leruamukh and Borchapori | As per report of the Water Resources dept on 12-9-22, erosion in observed in areas like Leruamukh and Borchapori with maximum erosion of 2m and 1 m respectively. | 0",12-09-2022,"{'Morigaon ': 1, 'Laharighat ': 1}",,,,
Morigaon,"Bhuragaon - Balidunga Pam | Bhrahmaputra river erosion eroded 2 meter from 12-10-2022 to 13-10-2022 | 0,  Mayong - 1no Murkata | 500mts approx land eroded as informed by AEE, WRD Morigaon on 13/10/22. 630 pcs of Tarpoulin distributed among the affected families. | 1660,  Laharighat - Leruamukh | As per report of the Water Resources Dept. on 13-10-2022, erosion is observed in Leruamukh with max erosion of 3 m. | 0",13-10-2022,"{'Bhuragaon ': 1, 'Mayong ': 1, 'Laharighat ': 1}",,,,
Morigaon,"Bhuragaon - Lengribori | Lengeribori revenue village affected due to erosion by Brahmaputra river from 20-06-2022 to 24-06-2022 | 72,  Laharighat - Leruamukh, Goroimari , Bhajaikhati gaon & Barchapori | As per report received from the Water Resources dept on 24-06-2022 , erosion is observed in places like Leruamukh, Goroimari , Bhajaikhati gaon & Barchapori with maximum erosion of 0 m in Leruamukh, 1 m in Goroimari ,2 m in Bhajaikhati gaon & 5 m in Barchapori | 0",24-06-2022,"{'Bhuragaon ': 1, 'Laharighat ': 3}",,,,
Morigaon,"Mayong - Bhakatgaon | Erosion is going on Kollong river on 17/06/2022 as reported by concerned LM and Gaonpradhan. appx 15 mtr eroded | 6,  Laharighat - Leruamukh, Goroimari , Bhajaikhati gaon & Barchapori | As per report received from the Water Resources depr on 17-06-2022, erosion is observed in areas like Leruamukh, Goroimari , Bhajaikhati gaon & Barchapori, with max maximum erosion of 1 m in Leruamukh, 0 m in Goroimari , 3 m in Bhajaikhati gaon & 3 m in Barchapori respectively. | 0",17-06-2022,"{'Mayong ': 1, 'Laharighat ': 3}",,,,
Morigaon,"Bhuragaon - Borhallowkanda | Erosion eroded 3 meters at Borhallowkand from 26-06-2022 to 01-07-2022 and eroded 2.5 meters at Lengeribori from 26-06-2022 to 01-07-2022 | 0,  Laharighat - Leruamukh ,Goroimari PWD road, Borchapori & Bhajakhaiti | As per report received from the Water Resources Dept on 1-7-22, erosion os observed in areas like Leruamukh ,Goroimari PWD road, Borchapori & Bhajakhaiti with maximum erosion of 0 m in Leruamukh ,0m in Goroimari PWD road, 1 m in Borchapori & 2 m in Bhajakhaiti | 0",01-07-2022,"{'Bhuragaon ': 1, 'Laharighat ': 3}",,,,
